height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good
166.9,82.3,46,27,39.8,1,93.1,72.8,0,0,1,0,0,0,0,0,1
171.1,67.5,49,6,21.9,1,60.1,44.5,0,0,1,0,0,1,1,0,0
150,111.3,33,24,38.6,1,61.1,33,0,0,1,0,0,0,0,1,1
171,55.9,40,2,29.3,2,77.2,77.5,0,0,0,0,1,0,1,0,1
150,82.8,35,15,30.3,1,61.3,94.7,1,0,0,1,0,0,0,0,1
150,110.4,28,17,28.1,3,72.3,44.5,0,1,0,0,0,1,0,1,1
195.2,80.1,50,15,42.1,1,46.7,96.8,1,1,1,0,0,1,1,0,1
195.7,77.1,56,22,17.6,1,100,70.7,1,0,0,0,0,0,1,0,1
188.5,74.6,27,6,36.1,2,49.8,64.9,0,0,1,0,0,0,0,1,1
160.7,77.3,21,3,41,0,65.2,57,0,1,0,0,0,1,1,0,1
179,100.6,48,26,37.2,0,69.5,37.3,0,1,0,1,0,0,0,0,0
179.9,46.8,49,24,53.2,1,98.7,84.8,1,1,0,1,1,1,1,1,0
156.8,103,54,29,24.7,6,50.1,49.5,0,0,0,0,0,0,0,1,0
210.1,58.6,45,7,39.6,3,99.8,49.4,0,0,1,0,0,0,0,0,1
197.5,76,42,12,28.9,0,81.4,84.8,0,0,0,0,0,1,0,0,1
175.6,73.6,57,12,42.3,4,76.3,27.3,0,0,0,1,0,0,0,1,0
180.5,88.8,44,16,29.9,3,55.2,34.5,0,0,0,1,1,0,0,0,1
184.2,56,39,16,26.1,2,78.6,64.6,0,0,0,0,1,0,0,0,1
150,86.9,21,4,43.1,3,59.1,70.9,1,1,0,0,0,1,0,0,0
175.1,110.4,36,5,25.1,1,89,74.7,1,1,0,1,0,0,0,1,1
166.4,59.6,39,18,15.9,1,55.4,59,0,0,1,1,0,0,0,1,0
160,82.8,50,12,24.8,1,68.3,100,0,1,0,0,0,1,1,0,1
174.4,70.1,52,24,36.2,2,61.7,60.4,1,0,0,1,0,0,0,1,1
216,86.4,37,27,43.9,2,55.2,60.4,0,1,0,0,1,0,1,1,1
192.8,80.3,49,25,31.1,2,81.1,49.1,1,0,0,0,1,0,1,0,0
168.6,70.4,49,13,43.2,6,78,67.5,0,0,0,1,0,1,0,0,1
191.5,87.3,62,21,16.4,5,88.1,77.3,0,0,0,0,1,0,1,0,1
208,107.1,46,3,25.6,4,43.3,89.1,0,0,0,1,1,0,0,1,1
198.5,77.1,57,27,27.1,3,86,35.2,0,0,0,0,1,0,0,0,0
181.2,90.8,35,6,28.9,6,100,60.1,1,0,0,0,1,1,0,0,1
167.1,60.6,42,7,30.8,0,63.2,73.9,0,1,1,0,0,1,0,0,1
194,65.7,60,24,36.9,1,98.4,76.7,0,0,1,0,0,0,1,0,0
187.9,87.1,29,12,25.6,1,66.1,65.1,0,0,0,0,1,0,0,1,1
197.9,102.3,43,26,31.4,4,49.4,75.8,1,0,0,1,1,1,0,0,1
192.7,85.3,28,5,29.5,1,65.4,48.8,0,0,0,0,1,0,1,1,1
201,75.3,40,5,20.7,3,85.7,96.2,1,0,0,1,0,1,0,0,0
169.3,80,60,23,28.9,0,57.4,84.9,0,1,1,0,0,0,0,0,0
206.3,61.2,45,27,28.6,1,61,38.1,0,0,1,1,0,0,0,1,1
184,89.1,20,20,28.3,3,78.9,43.5,1,0,0,0,0,0,1,0,1
221.5,93.2,47,29,30.3,0,70,44.1,0,1,0,0,0,1,1,0,1
166.2,73.2,45,2,30.8,1,78.8,78.6,0,0,0,0,0,0,0,1,1
214.7,72.9,54,27,25.7,1,73.6,39.3,0,0,0,0,0,0,0,0,0
184,84,40,2,42.7,1,77.2,58.4,0,1,1,0,0,0,0,0,1
167,73.4,40,12,18.3,2,63.5,74.1,0,0,0,0,0,0,0,0,0
170.3,79,33,21,22.8,1,73.5,63.7,0,0,0,1,0,0,1,0,0
173.6,111.5,45,1,57.8,2,56.1,70.2,0,1,0,1,0,0,0,1,1
188.5,76.3,32,15,19.6,0,89.3,43.7,0,0,0,1,0,1,0,1,1
190.5,74.6,68,21,16.5,3,60.5,76.9,0,0,0,0,1,0,1,0,1
168.5,70.3,54,28,37.3,1,86.9,52.7,0,1,0,1,0,1,1,1,0
179.5,91.2,30,5,9.2,2,66.5,58.5,1,0,0,1,0,0,0,1,1
222.8,77.3,32,7,27.6,3,73,69.8,1,0,1,0,1,0,0,0,0
214.6,70.3,45,22,51.5,0,62.6,67.1,0,1,1,0,0,0,0,0,0
188.7,99.8,42,7,14.6,4,54.8,65.5,0,1,0,0,1,1,0,0,1
180.8,101.3,60,29,10.2,2,43.8,50,1,0,1,0,0,1,0,1,0
182.4,71,47,24,15,1,54.2,59,0,0,0,0,1,0,0,1,0
192.3,52,31,5,39,0,65.1,65,0,1,1,0,0,1,1,0,0
159.5,95.1,56,13,41.2,6,73.2,37.5,1,1,1,1,1,0,1,1,0
174.9,69.7,36,2,24.9,3,85.2,55.7,0,0,0,0,1,0,0,0,1
150,91.9,47,9,36.8,0,63.3,72.8,0,0,1,0,0,0,0,0,1
188,50.4,32,2,43.9,1,56.8,39.5,1,0,0,1,0,0,1,1,0
192.9,93.4,54,26,47.9,3,48.4,88.1,0,1,0,1,0,0,1,0,1
170.3,61.8,43,11,27.5,2,77.2,90.4,0,1,0,1,0,1,1,0,1
211.5,91,24,16,7,3,90.7,40.1,0,1,1,0,0,0,0,0,0
155.5,80.2,67,26,21.8,1,89,92.2,0,1,1,0,1,1,0,0,1
150.7,65.7,60,28,25.7,3,80.6,62.1,1,0,0,0,0,0,1,0,1
184.5,73.9,34,4,27.4,1,79.6,73.4,0,0,0,0,0,0,0,0,1
200.9,90.3,36,29,28.1,0,95.5,55.1,0,1,0,0,1,1,0,1,1
213.7,81.6,47,19,41.2,2,75,83.5,1,1,1,0,0,1,0,1,0
170.8,88.8,46,24,42.7,7,79.7,73.1,0,0,0,1,0,1,1,0,1
201.6,109.6,44,8,28.3,1,65.2,48.7,0,0,1,0,1,0,0,0,1
179.2,56.5,55,29,41,1,49.6,41.7,0,1,0,0,1,1,1,1,1
176.5,104.3,47,20,33.6,2,59.7,35.8,0,0,0,0,0,1,0,0,0
197.7,81.6,58,25,30.6,2,69.9,68.8,0,0,0,1,1,0,1,0,1
193,66.5,50,19,39.1,4,70.9,76.4,1,0,1,0,0,0,0,0,1
150,60,28,6,30.7,3,98.9,78,1,0,0,0,0,0,0,0,1
209.5,77.2,60,21,50.6,0,71.2,62.6,0,0,1,0,0,0,1,0,1
207.6,93.8,52,3,15.6,13,87.7,41.9,0,1,0,0,0,0,1,0,0
167.5,78.1,72,12,24.8,3,63.5,51.4,0,0,0,0,0,1,1,0,1
187.9,102.7,31,12,28.7,4,65.3,88,0,0,1,0,0,0,0,1,0
189.9,58.2,44,9,34.4,2,50.1,55.3,0,0,1,0,1,1,0,1,1
185.2,79.8,19,17,42.7,4,58.9,67.9,1,1,1,1,0,0,0,0,1
169,61.2,48,16,29.8,0,77.9,43.5,0,1,0,0,1,0,0,1,0
166.6,85.5,39,19,15.8,1,70.1,71.7,0,1,0,1,0,0,1,0,1
179.5,93.3,62,19,38.4,4,84.1,55.8,0,1,0,0,1,0,0,0,0
203.5,73.7,37,12,37.5,0,72.7,85.9,0,0,0,0,0,1,0,1,1
190.9,45,25,16,10.6,0,64.7,80.5,0,0,1,0,0,1,0,0,0
172.6,83,41,21,30,3,100,55.1,0,0,0,0,0,0,0,0,1
195.4,86.6,18,3,14.1,4,68.6,62.5,0,0,0,0,1,1,1,0,1
150,86.1,41,0,23.4,0,87.4,54,0,1,0,0,1,0,0,1,1
203,98.5,18,0,21,4,64,36.6,0,0,0,1,0,0,0,0,1
150,63.9,41,14,38.1,2,80.6,47.9,0,1,0,1,0,0,1,1,1
172.8,90.2,22,12,31.2,1,83.9,69,0,0,0,1,0,0,0,1,1
157.6,97.9,39,16,17.1,4,73.1,71.5,1,0,0,0,1,0,0,1,1
154.1,53.3,61,23,38.8,1,34.7,68,0,0,0,0,1,0,0,0,1
203.2,84.8,53,25,15.7,0,70.3,59,0,0,1,0,1,0,0,0,1
170.6,72.4,29,7,33.3,1,88.5,83.7,0,0,0,0,1,1,0,0,1
186.9,78.8,42,17,21.9,1,77.9,66.3,1,0,0,0,1,0,0,0,1
179.1,85.2,48,26,26.3,2,76.7,79.1,0,0,1,0,0,0,0,1,1
189.5,72.7,47,12,35,3,44.2,29.5,0,0,1,1,1,0,0,0,1
181.5,69.9,37,22,35.2,3,59.2,0,0,0,1,0,1,1,0,1,1
154.3,80.5,49,13,43.4,2,76.2,70.7,0,0,1,0,1,1,0,0,1
199.9,63.7,18,7,29.2,3,76.2,36.5,0,0,0,0,0,1,1,1,1
170.1,63.7,31,7,33.1,0,88.2,60.8,0,0,0,0,0,0,0,0,1
150,90.2,41,26,25.6,0,67.8,59,1,0,0,1,0,0,1,0,1
171.4,62.8,54,25,31.8,4,76.1,96.7,0,0,0,0,0,1,0,1,1
210,90,42,14,34.4,0,70.2,73,0,0,1,1,0,0,0,0,1
197,86.9,32,26,29,1,55.2,68.3,0,0,0,0,0,0,0,0,0
173,54.1,31,12,12,2,36.2,81.7,0,0,1,0,0,0,1,0,1
173,69.8,41,6,33.3,1,76.5,72.4,0,0,1,1,0,0,0,0,1
173.6,97.9,37,4,33.6,4,72.6,55.8,1,0,0,0,0,0,0,1,1
221.5,65.3,38,16,23.2,1,60.7,86.4,1,1,1,0,0,0,1,1,1
187.6,73,44,27,17.2,0,45.7,42.8,0,0,0,0,1,0,1,0,1
188.6,86.9,53,24,44.8,1,79.4,71.5,0,0,0,0,1,0,0,0,1
200.6,91.8,43,28,34.9,2,66,34,0,1,1,1,0,1,1,0,1
184.8,76.2,39,15,27.7,1,78.4,69.1,0,0,0,1,1,0,1,1,1
174.8,71,71,22,18.6,2,98,68.9,0,1,1,1,1,0,0,1,1
176.1,101.3,21,1,21.8,4,37.9,98.5,1,0,0,0,0,0,0,1,1
178.6,106.1,27,21,43,5,59.5,33.7,1,0,0,0,0,0,0,0,1
179.3,94.7,49,17,31.4,1,66.9,53,0,1,1,0,0,0,0,0,0
194.6,81.3,42,16,24.5,1,91.8,81.5,0,0,0,1,0,0,1,0,1
181,67.9,44,29,35.1,2,45.5,71.7,0,0,0,1,1,0,0,0,1
194.7,67.5,29,6,21.9,6,99,68.6,0,0,0,0,0,0,0,1,0
178.4,87.8,39,12,45,13,72,45.9,0,0,1,0,0,1,1,0,0
181.6,86.3,61,17,43.5,1,68.6,53.2,0,0,0,0,1,0,0,1,1
150,101,59,28,25.3,3,67,89.9,0,0,1,0,0,0,1,0,0
198.3,89.8,54,13,23.7,1,63.5,64,0,1,0,0,1,0,1,1,0
186.9,57.5,36,29,3.8,0,85.7,72.5,0,1,0,0,0,1,1,0,0
200,95.8,30,17,15.2,0,54,62.7,1,0,1,0,0,0,1,0,1
150,65,18,12,16.6,1,75.2,41.3,0,1,0,1,0,1,0,0,1
221.8,74.2,33,10,31.4,1,64.2,83.7,0,0,0,1,0,0,0,1,0
177.2,83.8,59,20,26.7,0,58.6,75.1,0,0,1,1,0,0,0,0,1
202.2,109.9,52,29,16.5,2,100,100,0,1,1,0,0,0,0,1,0
159.2,126.6,45,20,27.2,1,76.3,44.7,0,1,0,0,0,0,0,0,1
192.3,89.1,43,15,35.1,2,79.2,81.5,0,1,0,0,0,0,0,0,0
158.9,77.3,41,22,35.3,1,87.1,38.8,0,0,1,0,0,0,1,1,1
167.5,88,45,16,11,0,48.7,68.1,0,0,1,0,1,0,1,0,1
218.3,93.3,44,7,28.7,1,96.3,84.5,1,1,1,1,0,0,0,0,0
176.2,75.2,29,18,16.2,1,32.4,23.6,0,0,0,0,0,0,0,0,1
184.3,106.9,49,19,39,2,58.5,60.9,0,0,1,1,0,1,0,1,1
197.4,83.5,53,14,37.8,0,63.1,53.7,0,0,0,1,0,1,1,0,1
189.9,87.5,35,8,21,1,78.7,51,0,1,0,1,0,0,0,0,0
183,90,50,19,22.3,0,73.3,72.7,1,0,0,1,0,1,0,0,0
187.3,86.3,65,9,25.4,2,67.5,87.4,0,0,0,0,1,0,0,0,1
228.1,92.6,41,11,7.5,3,69.8,62.3,0,0,0,1,0,0,0,0,1
178.8,70.7,50,20,33.4,0,55.3,69.1,0,0,0,0,0,0,1,0,1
184,71.6,37,22,27.3,1,47.5,67.3,0,1,0,1,0,0,0,1,0
201,63.5,45,19,39.7,0,80.9,65,1,0,0,0,1,0,0,0,1
202.1,86.6,53,29,19,2,80.4,43.2,0,0,0,0,0,0,1,1,1
203.7,91.7,34,0,23.8,1,93.8,87.2,0,0,0,0,0,0,1,1,1
192.8,86.9,35,24,14.9,1,58.1,70.9,1,0,0,0,0,0,1,1,1
157.1,105.1,44,19,20,1,80.4,72.9,1,0,0,0,0,1,0,0,0
212.7,79.9,53,8,18.2,5,65.7,48.9,0,0,0,0,0,1,0,0,1
157.1,90,49,21,40,2,87.9,55.8,0,0,0,1,1,0,0,1,1
186.1,63.6,48,14,23,2,85.3,61.5,0,0,1,0,0,0,0,0,1
164.9,74.2,37,0,31.2,1,73.2,34.3,0,1,1,0,0,0,0,0,0
178.7,90.4,51,11,26.2,6,64.9,31.2,1,1,1,0,1,0,0,1,0
186.6,92.7,37,2,17.3,3,84.4,53,0,0,0,0,0,0,0,0,1
186.4,75.6,31,10,28.3,1,79.7,75.5,0,0,0,0,0,0,1,0,1
188.4,78.9,40,1,36,4,59.7,51.9,1,1,0,1,0,0,0,0,0
212.3,57.2,35,15,17.9,1,50.1,44.6,0,0,1,0,0,0,1,1,1
189.1,74.6,31,8,38.1,4,65.7,48.7,0,0,0,0,0,1,0,0,1
175.1,93.4,46,14,21.5,3,92.7,55.9,1,1,0,0,0,1,0,1,0
199.3,88.6,42,11,25.2,0,87.2,57.9,1,0,0,0,1,0,0,0,0
203.8,87.5,20,0,35.3,2,53.3,100,1,0,0,0,1,0,1,0,0
155.4,80.7,53,12,23.4,1,52.5,86.1,0,0,1,1,1,1,0,0,1
191.9,80.1,50,13,30.4,1,89.1,85.5,1,0,1,0,0,0,1,0,0
194,70.1,45,24,26.9,1,53,88.4,0,1,1,0,0,0,0,0,1
174,90.5,29,24,31.3,3,77.6,45,0,0,0,0,0,0,1,0,1
207.5,86.3,38,7,6.2,1,60.8,40.6,1,0,1,0,0,0,0,1,1
177,87.4,33,7,11.7,0,94.3,42.9,0,1,0,1,1,1,1,0,1
182.5,72.1,51,26,36.2,3,58.4,91.7,1,1,1,0,0,0,0,0,1
176.5,47.7,43,29,40.4,0,87.2,54.1,0,0,0,0,1,0,1,0,0
180.3,96.5,18,11,20.9,0,72.8,40,0,0,0,1,0,0,0,1,1
158.1,72.8,30,0,27.6,1,73.8,56.4,1,0,0,0,0,0,0,0,1
151.2,67.1,37,10,32.9,1,40.4,60.2,0,1,0,1,0,0,1,0,0
211.9,90.4,44,7,36.9,1,37,70.4,0,0,1,0,0,1,0,1,0
163.1,74.1,34,9,9.7,0,66.7,70,0,0,1,0,1,0,0,0,1
160.2,95.9,68,29,21.1,7,73.7,48.4,1,0,0,1,1,0,1,0,1
150,89.3,26,18,26.7,3,53.1,78.7,0,0,0,1,0,0,0,0,1
167.2,90.3,56,10,37,1,53.7,52.2,0,0,0,0,0,0,0,1,1
153.5,59.5,37,6,55,1,78.4,61.9,0,0,1,1,0,0,0,0,1
212.8,98.2,46,10,27.7,1,78.4,78.7,1,0,0,0,0,0,1,0,1
200.2,83.9,47,16,15.9,2,67.9,52.2,1,0,0,0,0,0,0,1,1
166.2,74.5,45,0,34,0,81.7,53.6,1,0,0,0,1,0,0,0,1
225,82.2,45,25,43.2,0,52.4,76.8,0,0,0,0,0,0,1,1,0
199.6,53.4,41,28,31.1,4,64.7,47.8,0,1,1,1,0,1,1,0,1
173.5,86.1,60,20,20.9,1,94.7,57.3,0,1,0,0,1,0,1,0,0
150,64.6,41,20,39.6,1,71,76.1,0,0,0,0,0,0,1,0,0
225.8,59.7,39,7,36.6,4,71.9,100,0,0,1,1,0,0,0,0,1
152.2,57.2,61,22,19.7,2,100,77.1,1,0,0,0,0,0,0,0,1
150,96.7,36,23,33.8,1,49,74.5,1,0,0,0,0,0,0,0,1
200.5,70.6,44,5,40,2,81.9,75.6,0,0,0,0,0,0,1,0,1
228.8,103,41,21,41.8,0,95,43.5,0,0,0,0,0,0,1,1,0
207.7,72,44,17,29.3,3,65.1,67.3,1,1,0,1,1,0,1,0,1
191.3,54.4,39,5,26.4,1,82.9,64.4,0,0,1,0,1,0,0,1,1
191.9,63.3,22,4,42.3,3,55.3,71.4,0,0,1,0,1,0,0,1,1
197.1,98.5,33,12,17.9,6,59.7,67.3,0,0,1,1,0,0,0,1,1
195.2,77.7,59,18,34.4,5,75.8,72.6,0,1,1,0,1,0,0,1,1
185.6,71.8,55,21,16.3,5,82,58.8,1,0,0,0,0,1,1,0,0
182.1,82.4,37,7,40.7,1,86.8,66.2,0,1,0,1,0,1,0,1,1
178.7,87.5,44,8,27.4,1,93.5,40.4,0,0,0,0,0,0,0,1,0
164.9,96.8,40,16,42.7,1,69,58.6,0,1,1,0,0,0,1,1,1
174.4,101.7,48,2,34.9,2,87.9,92.8,1,1,0,0,0,0,0,0,1
150,74.6,40,18,17.8,4,64.9,71.4,0,1,0,0,0,0,0,1,1
178,60.1,40,10,44.2,0,83.5,64.6,0,0,0,0,1,0,0,1,1
160.2,73.8,57,23,45.5,5,73.1,100,1,0,0,0,0,0,1,1,1
157.9,83.9,38,16,38.8,3,76.7,37.8,1,0,0,1,1,1,1,0,1
183.6,65.5,59,20,22.4,8,76.4,42.8,1,1,1,0,0,0,0,0,1
207.8,65.6,29,18,26.9,4,45.9,99.3,1,0,0,0,0,0,0,1,1
198.4,85.2,50,1,31.5,1,53.1,65.9,0,0,1,1,0,1,0,0,1
150,79.3,34,7,23,0,71.5,60.1,0,0,0,0,0,0,0,0,1
160.2,80.5,39,18,46.9,0,44.7,41,0,0,1,1,0,0,0,1,1
198.8,68.6,19,6,31.4,1,82.5,74,0,0,1,0,0,0,0,0,1
160.4,76.5,44,27,3,2,83.1,75.9,1,0,1,0,0,0,0,0,0
175.5,66.1,39,26,33.4,3,74.9,43.1,1,0,0,1,0,0,1,0,1
191,93.4,37,16,26.5,5,53.2,62.2,1,0,0,0,1,0,0,0,0
160.6,95.5,34,5,29.3,2,90.7,58.3,0,1,0,1,0,0,0,0,1
182.1,52.3,56,18,26.3,0,100,70.1,1,1,0,0,0,0,0,0,1
153.3,66.1,49,23,38.1,0,72.2,42.6,1,1,0,0,1,0,0,0,0
168,57.6,41,5,41.2,0,77.7,90,0,0,1,0,0,1,0,0,1
186.4,70.2,38,27,32.8,1,73,83.3,1,1,0,0,1,0,0,1,1
150,78.7,26,1,26.6,1,78,57.7,0,0,0,1,1,0,1,0,1
188.8,58.3,56,5,29.6,0,68.2,60.7,0,0,0,0,1,0,1,0,1
179.6,66.2,40,22,30.2,1,69.5,62.3,0,0,1,1,0,0,1,0,0
191,64.9,50,4,22,0,83.6,49.4,0,0,1,0,0,0,0,1,0
184.5,83.1,40,18,35.8,2,100,56.1,0,0,0,0,0,1,1,1,0
207.3,81,44,19,34.6,1,49,59.6,0,1,0,0,0,0,0,0,1
